849852,04 5C 2E 62 04 53 80
229955,04 8C 31 CA 9D 56 80
994477,04 3B 5E CA 9D 56 80
849899,04 37 8D CA 9D 56 80
449981,04 56 27 62 04 53 80
223344,04 3A 76 CA 9D 56 80
895689,04 1A 24 D2 9D 56 80
895644,04 3B 4B CA 9D 56 80
849853,04 59 05 62 04 53 80
